,date,productID,order
172,2023-04-04,1691,46
173,2023-04-04,1950,3
174,2023-04-04,1313,35
175,2023-04-04,1828,4
176,2023-04-04,1574,18
177,2023-04-04,1192,6
178,2023-04-04,1448,1
179,2023-04-04,1200,36
180,2023-04-04,1712,21
181,2023-04-04,1203,16
182,2023-04-04,1333,41
183,2023-04-04,1206,45
184,2023-04-04,1847,23
185,2023-04-04,1465,46
186,2023-04-04,1850,10
187,2023-04-04,1595,23
188,2023-04-04,1849,17
189,2023-04-04,1344,12
190,2023-04-04,1601,23
191,2023-04-04,1475,18
192,2023-04-04,1095,13
193,2023-04-04,1866,10
194,2023-04-04,1611,49
195,2023-04-04,1486,47
196,2023-04-04,1232,47
197,2023-04-04,1372,49
198,2023-04-04,1117,11
199,2023-04-04,1886,5
200,2023-04-04,1887,20
201,2023-04-04,1380,36
202,2023-04-04,1509,16
203,2023-04-04,1512,22
204,2023-04-04,1128,37
205,2023-04-04,1129,28
206,2023-04-04,1003,31
207,2023-04-04,1644,32
208,2023-04-04,1134,26
209,2023-04-04,1007,5
210,2023-04-04,1779,21
211,2023-04-04,1651,12
212,2023-04-04,1013,7
213,2023-04-04,1912,22
214,2023-04-05,1411,40
215,2023-04-05,1284,47
216,2023-04-05,1925,20
217,2023-04-05,1285,42
218,2023-04-05,1031,12
219,2023-04-05,1671,12
220,2023-04-05,1419,36
221,2023-04-05,1164,15
222,2023-04-05,1549,4
223,2023-04-05,1806,10
224,2023-04-05,1938,1
225,2023-04-05,1427,18
226,2023-04-05,1814,14
227,2023-04-05,1174,34
228,2023-04-05,1558,1
229,2023-04-05,1433,3
230,2023-04-05,1531,34
231,2023-04-05,1179,28
232,2023-04-05,1436,36
233,2023-04-05,1438,25
234,2023-04-05,1696,27
235,2023-04-05,1953,35
236,2023-04-05,1060,16
237,2023-04-05,1956,2
238,2023-04-05,1190,10
239,2023-04-05,1320,47
240,2023-04-05,1964,11
241,2023-04-05,1072,48
242,2023-04-05,1073,41
243,2023-04-05,1201,17
244,2023-04-05,1714,28
245,2023-04-05,1462,1
246,2023-04-05,1336,17
247,2023-04-05,1083,32
248,2023-04-05,1468,28
249,2023-04-05,1984,30
250,2023-04-05,1217,37
251,2023-04-05,1730,46
252,2023-04-05,1602,40
253,2023-04-05,1344,40
254,2023-04-05,1606,29
255,2023-04-05,1735,47
256,2023-04-05,1223,2
257,2023-04-05,1864,35
258,2023-04-05,1479,6
259,2023-04-05,1744,25
260,2023-04-05,1491,1
261,2023-04-05,1621,41
262,2023-04-05,1238,27
263,2023-04-05,1751,48
264,2023-04-05,1880,30
265,2023-04-05,1623,27
266,2023-04-05,1114,18
267,2023-04-05,1878,31
268,2023-04-05,1500,20
269,2023-04-05,1505,31
270,2023-04-05,1379,37
271,2023-04-05,1636,33
272,2023-04-05,1383,17
273,2023-04-05,1768,14
274,2023-04-05,1129,43
275,2023-04-05,1514,30
276,2023-04-05,1895,13
277,2023-04-05,1127,49
278,2023-04-05,1518,27
279,2023-04-05,1903,24
280,2023-04-05,1648,1
281,2023-04-05,1519,21
282,2023-04-05,1140,21
283,2023-04-05,1141,11
284,2023-04-05,1656,42
285,2023-04-05,1659,48
286,2023-04-05,1533,29
287,2023-04-05,1150,28
288,2023-04-06,1664,38
289,2023-04-06,1794,45
290,2023-04-06,1414,4
291,2023-04-06,1161,12
292,2023-04-06,1930,14
293,2023-04-06,1302,16
294,2023-04-06,1688,19
295,2023-04-06,1183,11
296,2023-04-06,1707,49
297,2023-04-06,1452,28
298,2023-04-06,1456,22
299,2023-04-06,1980,30
300,2023-04-06,1217,28
301,2023-04-06,1604,23
302,2023-04-06,1226,38
303,2023-04-06,1483,26
304,2023-04-06,1624,3
305,2023-04-06,1497,41
306,2023-04-06,1246,33
307,2023-04-06,1635,30
308,2023-04-06,1767,36
309,2023-04-06,1128,36
310,2023-04-06,1005,42
311,2023-04-06,1903,30
312,2023-04-06,1526,2
313,2023-04-06,1785,39
314,2023-04-07,1029,10
315,2023-04-07,1034,40
316,2023-04-07,1551,19
317,2023-04-07,1572,35
318,2023-04-07,1066,15
319,2023-04-07,1077,16
320,2023-04-07,1609,14
321,2023-04-07,1100,32
322,2023-04-07,1614,5
323,2023-04-07,1617,26
324,2023-04-07,1106,42
325,2023-04-07,1625,43
326,2023-04-07,1121,15
327,2023-04-07,1642,4
328,2023-04-07,1644,41
329,2023-04-07,1645,2
330,2023-04-07,1133,4
331,2023-04-07,1654,14
332,2023-04-07,1145,32
333,2023-04-07,1146,49
334,2023-04-07,1660,4
335,2023-04-07,1661,12
336,2023-04-07,1669,46
337,2023-04-07,1157,38
338,2023-04-07,1166,28
339,2023-04-07,1182,44
340,2023-04-07,1187,49
341,2023-04-07,1706,29
342,2023-04-07,1707,20
343,2023-04-07,1212,21
344,2023-04-07,1218,34
345,2023-04-07,1731,1
346,2023-04-07,1738,20
347,2023-04-07,1749,22
348,2023-04-07,1755,12
349,2023-04-07,1760,49
350,2023-04-07,1763,43
351,2023-04-07,1766,46
352,2023-04-07,1284,39
353,2023-04-07,1811,38
354,2023-04-07,1303,12
355,2023-04-07,1822,15
356,2023-04-07,1310,8
357,2023-04-07,1827,49
358,2023-04-07,1835,17
359,2023-04-07,1324,40
360,2023-04-07,1838,1
361,2023-04-07,1844,38
362,2023-04-07,1336,41
363,2023-04-07,1340,8
364,2023-04-07,1853,34
365,2023-04-07,1856,36
366,2023-04-07,1859,32
367,2023-04-07,1348,35
368,2023-04-07,1353,35
369,2023-04-07,1865,18
370,2023-04-07,1874,15
371,2023-04-07,1875,18
372,2023-04-07,1876,36
373,2023-04-07,1371,29
374,2023-04-07,1372,43
375,2023-04-07,1885,30
376,2023-04-07,1886,32
377,2023-04-07,1891,39
378,2023-04-07,1903,29
379,2023-04-07,1391,3
380,2023-04-07,1909,18
381,2023-04-07,1398,47
382,2023-04-07,1403,9
383,2023-04-07,1916,15
384,2023-04-07,1924,14
385,2023-04-07,1413,20
386,2023-04-07,1418,49
387,2023-04-07,1934,46
388,2023-04-07,1425,31
389,2023-04-07,1941,25
390,2023-04-07,1431,34
391,2023-04-07,1433,19
392,2023-04-07,1435,6
393,2023-04-07,1949,19
394,2023-04-07,1950,29
395,2023-04-07,1452,4
396,2023-04-07,1966,18
397,2023-04-07,1977,31
398,2023-04-07,1466,44
399,2023-04-07,1472,16
400,2023-04-07,1998,3
401,2023-04-07,1999,23
402,2023-04-07,1488,1
403,2023-04-07,1502,25
404,2023-04-07,1506,17
405,2023-04-07,1001,3
406,2023-04-07,1520,40
407,2023-04-07,1522,4
408,2023-04-07,1010,10
409,2023-04-07,1525,33
410,2023-04-07,1015,24
411,2023-04-07,1016,40
412,2023-04-07,1019,49
413,2023-04-08,1282,45
414,2023-04-08,1027,31
415,2023-04-08,1412,44
416,2023-04-08,1157,24
417,2023-04-08,1286,32
418,2023-04-08,1673,16
419,2023-04-08,1674,17
420,2023-04-08,1421,42
421,2023-04-08,1298,32
422,2023-04-08,1310,11
423,2023-04-08,1951,6
424,2023-04-08,1696,24
425,2023-04-08,1315,39
426,2023-04-08,1447,35
427,2023-04-08,1191,41
428,2023-04-08,1576,20
429,2023-04-08,1195,21
430,2023-04-08,1453,23
431,2023-04-08,1198,18
432,2023-04-08,1583,25
433,2023-04-08,1197,2
434,2023-04-08,1970,49
435,2023-04-08,1079,5
436,2023-04-08,1463,41
437,2023-04-08,1465,3
438,2023-04-08,1594,24
439,2023-04-08,1981,23
440,2023-04-08,1857,45
441,2023-04-08,1348,43
442,2023-04-08,1093,42
443,2023-04-08,1223,18
444,2023-04-08,1095,33
445,2023-04-08,1482,40
446,2023-04-08,1866,14
447,2023-04-08,1740,30
448,2023-04-08,1098,32
449,2023-04-08,1997,16
450,2023-04-08,1745,24
451,2023-04-08,1364,21
452,2023-04-08,1620,2
453,2023-04-08,1748,45
454,2023-04-08,1236,44
455,2023-04-08,1368,1
456,2023-04-08,1501,2
457,2023-04-08,1247,21
458,2023-04-08,1376,13
459,2023-04-08,1633,43
460,2023-04-08,1251,16
461,2023-04-08,1637,29
462,2023-04-08,1643,47
463,2023-04-08,1391,20
464,2023-04-08,1522,42
465,2023-04-08,1139,47
466,2023-04-08,1909,8
467,2023-04-08,1013,18
468,2023-04-08,1277,10
469,2023-04-08,1278,22
470,2023-04-08,1535,29
471,2023-04-09,1044,43
472,2023-04-09,1556,1
473,2023-04-09,1052,9
474,2023-04-09,1054,27
475,2023-04-09,1569,28
476,2023-04-09,1057,21
477,2023-04-09,1572,8
478,2023-04-09,1576,38
479,2023-04-09,1578,6
480,2023-04-09,1583,42
481,2023-04-09,1585,7
482,2023-04-09,1073,25
483,2023-04-09,1077,23
484,2023-04-09,1590,13
485,2023-04-09,1081,29
486,2023-04-09,1082,22
487,2023-04-09,1599,42
488,2023-04-09,1606,12
489,2023-04-09,1094,2
490,2023-04-09,1611,14
491,2023-04-09,1613,35
492,2023-04-09,1105,27
493,2023-04-09,1620,3
494,2023-04-09,1108,36
495,2023-04-09,1112,1
496,2023-04-09,1117,30
497,2023-04-09,1643,48
498,2023-04-09,1645,37
499,2023-04-09,1134,28
500,2023-04-09,1140,14
501,2023-04-09,1664,28
502,2023-04-09,1153,35
503,2023-04-09,1673,43
504,2023-04-09,1674,49
505,2023-04-09,1682,6
506,2023-04-09,1170,3
507,2023-04-09,1181,20
508,2023-04-09,1698,23
509,2023-04-09,1188,15
510,2023-04-09,1703,43
511,2023-04-09,1191,16
512,2023-04-09,1204,27
513,2023-04-09,1207,36
514,2023-04-09,1228,42
515,2023-04-09,1236,40
516,2023-04-09,1240,23
517,2023-04-09,1758,23
518,2023-04-09,1258,44
519,2023-04-09,1774,39
520,2023-04-09,1794,42
521,2023-04-09,1803,27
522,2023-04-09,1808,49
523,2023-04-09,1304,9
524,2023-04-09,1817,18
525,2023-04-09,1822,43
526,2023-04-09,1828,23
527,2023-04-09,1833,49
528,2023-04-09,1328,48
529,2023-04-09,1337,39
530,2023-04-09,1853,40
531,2023-04-09,1854,23
532,2023-04-09,1352,19
533,2023-04-09,1869,11
534,2023-04-09,1359,23
535,2023-04-09,1881,19
536,2023-04-09,1382,13
537,2023-04-09,1391,14
538,2023-04-09,1914,39
539,2023-04-09,1915,30
540,2023-04-09,1923,39
541,2023-04-09,1930,28
542,2023-04-09,1932,37
543,2023-04-09,1939,27
544,2023-04-09,1427,1
545,2023-04-09,1435,15
546,2023-04-09,1956,49
547,2023-04-09,1448,37
548,2023-04-09,1458,21
549,2023-04-09,1973,17
550,2023-04-09,1977,44
551,2023-04-09,1470,1
552,2023-04-09,1479,1
553,2023-04-09,1490,24
554,2023-04-09,1491,3
555,2023-04-09,1505,12
556,2023-04-09,1514,34
557,2023-04-09,1002,36
558,2023-04-09,1519,21
559,2023-04-09,1521,37
560,2023-04-09,1524,25
561,2023-04-10,1027,19
562,2023-04-10,1541,5
563,2023-04-10,1544,30
564,2023-04-10,1035,7
565,2023-04-10,1567,41
566,2023-04-10,1066,25
567,2023-04-10,1589,7
568,2023-04-10,1079,44
569,2023-04-10,1090,40
570,2023-04-10,1611,12
571,2023-04-10,1620,14
572,2023-04-10,1622,34
573,2023-04-10,1624,33
574,2023-04-10,1644,8
575,2023-04-10,1646,36
576,2023-04-10,1651,30
577,2023-04-10,1659,32
578,2023-04-10,1665,13
579,2023-04-10,1183,28
580,2023-04-10,1706,23
581,2023-04-10,1707,6
582,2023-04-10,1200,25
583,2023-04-10,1719,12
584,2023-04-10,1721,37
585,2023-04-10,1723,47
586,2023-04-10,1728,21
587,2023-04-10,1224,33
588,2023-04-10,1738,44
589,2023-04-10,1226,34
590,2023-04-10,1257,1
591,2023-04-10,1770,37
592,2023-04-10,1774,2
593,2023-04-10,1792,9
594,2023-04-10,1796,37
595,2023-04-10,1289,46
596,2023-04-10,1804,47
597,2023-04-10,1807,18
598,2023-04-10,1299,18
599,2023-04-10,1305,27
600,2023-04-10,1827,20
601,2023-04-10,1332,45
602,2023-04-10,1339,3
603,2023-04-10,1855,22
604,2023-04-10,1360,13
605,2023-04-10,1882,19
606,2023-04-10,1373,43
607,2023-04-10,1380,34
608,2023-04-10,1894,14
609,2023-04-10,1898,33
610,2023-04-10,1387,29
611,2023-04-10,1902,32
612,2023-04-10,1392,1
613,2023-04-10,1906,32
614,2023-04-10,1396,18
615,2023-04-10,1915,42
616,2023-04-10,1916,32
617,2023-04-10,1917,25
618,2023-04-10,1924,28
619,2023-04-10,1946,17
620,2023-04-10,1434,46
621,2023-04-10,1441,31
622,2023-04-10,1442,1
623,2023-04-10,1962,5
624,2023-04-10,1970,34
625,2023-04-10,1461,45
626,2023-04-10,1981,17
627,2023-04-10,1471,23
628,2023-04-10,1473,4
629,2023-04-10,1474,21
630,2023-04-10,1993,6
631,2023-04-10,1482,32
632,2023-04-10,1994,29
633,2023-04-10,1492,36
634,2023-04-10,1500,14
635,2023-04-10,1519,27
636,2023-04-10,1008,46
637,2023-04-10,1014,28
638,2023-04-10,1018,28
639,2023-04-11,1665,21
640,2023-04-11,1028,22
641,2023-04-11,1029,17
642,2023-04-11,1671,47
643,2023-04-11,1159,42
644,2023-04-11,1417,5
645,2023-04-11,1287,2
646,2023-04-11,1434,41
647,2023-04-11,1948,35
648,2023-04-11,1954,34
649,2023-04-11,1060,44
650,2023-04-11,1835,49
651,2023-04-11,1708,40
652,2023-04-11,1326,5
653,2023-04-11,1458,23
654,2023-04-11,1975,8
655,2023-04-11,1208,27
656,2023-04-11,1727,47
657,2023-04-11,1728,16
658,2023-04-11,1741,14
659,2023-04-11,1620,18
660,2023-04-11,1371,1
661,2023-04-11,1769,23
662,2023-04-11,1011,37
663,2023-04-11,1780,16
664,2023-04-11,1779,43
665,2023-04-11,1402,23
666,2023-04-12,1537,4
667,2023-04-12,1410,13
668,2023-04-12,1019,31
669,2023-04-12,1419,5
670,2023-04-12,1548,5
671,2023-04-12,1549,6
672,2023-04-12,1422,48
673,2023-04-12,1807,24
674,2023-04-12,1676,18
675,2023-04-12,1036,25
676,2023-04-12,1298,34
677,2023-04-12,1554,10
678,2023-04-12,1810,32
679,2023-04-12,1558,19
680,2023-04-12,1559,7
681,2023-04-12,1561,43
682,2023-04-12,1434,1
683,2023-04-12,1691,45
684,2023-04-12,1435,27
685,2023-04-12,1950,6
686,2023-04-12,1567,19
687,2023-04-12,1184,9
688,2023-04-12,1313,18
689,2023-04-12,1185,41
690,2023-04-12,1827,24
691,2023-04-12,1828,8
692,2023-04-12,1701,17
693,2023-04-12,1439,43
694,2023-04-12,1318,46
695,2023-04-12,1448,47
696,2023-04-12,1961,26
697,2023-04-12,1830,39
698,2023-04-12,1586,21
699,2023-04-12,1204,21
700,2023-04-12,1205,49
701,2023-04-12,1974,19
702,2023-04-12,1464,28
703,2023-04-12,1848,42
704,2023-04-12,1849,24
705,2023-04-12,1210,29
706,2023-04-12,1340,14
707,2023-04-12,1596,47
708,2023-04-12,1214,7
709,2023-04-12,1599,31
710,2023-04-12,1215,23
711,2023-04-12,1342,4
712,2023-04-12,1731,21
713,2023-04-12,1606,22
714,2023-04-12,1864,27
715,2023-04-12,1480,42
716,2023-04-12,1354,43
717,2023-04-12,1867,25
718,2023-04-12,1738,49
719,2023-04-12,1868,17
720,2023-04-12,1742,34
721,2023-04-12,1361,48
722,2023-04-12,1241,39
723,2023-04-12,1754,43
724,2023-04-12,1628,36
725,2023-04-12,1756,35
726,2023-04-12,1888,47
727,2023-04-12,1002,5
728,2023-04-12,1386,29
729,2023-04-12,1645,3
730,2023-04-12,1783,5
731,2023-04-12,1659,14
732,2023-04-13,1797,16
733,2023-04-13,1670,20
734,2023-04-13,1290,15
735,2023-04-13,1436,9
736,2023-04-13,1952,23
737,2023-04-13,1706,22
738,2023-04-13,1976,23
739,2023-04-13,1849,45
740,2023-04-13,1340,15
741,2023-04-13,1981,13
742,2023-04-13,1854,36
743,2023-04-13,1470,21
744,2023-04-13,1986,32
745,2023-04-13,1603,9
746,2023-04-13,1750,11
747,2023-04-13,1878,16
748,2023-04-13,1241,34
749,2023-04-13,1625,4
750,2023-04-13,1244,26
751,2023-04-13,1248,28
752,2023-04-13,1378,11
753,2023-04-13,1125,9
754,2023-04-13,1514,41
755,2023-04-13,1133,4
756,2023-04-13,1775,11
757,2023-04-13,1776,47
758,2023-04-13,1906,36
759,2023-04-13,1779,18
760,2023-04-13,1017,35
761,2023-04-13,1147,37
762,2023-04-13,1148,5
763,2023-04-14,1024,16
764,2023-04-14,1541,26
765,2023-04-14,1542,34
766,2023-04-14,1031,24
767,2023-04-14,1550,23
768,2023-04-14,1565,16
769,2023-04-14,1054,36
770,2023-04-14,1572,17
771,2023-04-14,1063,14
772,2023-04-14,1582,4
773,2023-04-14,1079,48
774,2023-04-14,1080,31
775,2023-04-14,1591,33
776,2023-04-14,1602,39
777,2023-04-14,1095,6
778,2023-04-14,1612,4
779,2023-04-14,1615,45
780,2023-04-14,1104,24
781,2023-04-14,1630,47
782,2023-04-14,1635,12
783,2023-04-14,1127,32
784,2023-04-14,1133,12
785,2023-04-14,1141,34
786,2023-04-14,1163,8
787,2023-04-14,1172,4
788,2023-04-14,1686,36
789,2023-04-14,1174,42
790,2023-04-14,1691,43
791,2023-04-14,1694,2
792,2023-04-14,1699,31
793,2023-04-14,1197,17
794,2023-04-14,1200,20
795,2023-04-14,1205,5
796,2023-04-14,1720,4
797,2023-04-14,1721,1
798,2023-04-14,1729,27
799,2023-04-14,1221,16
800,2023-04-14,1227,18
801,2023-04-14,1245,43
802,2023-04-14,1251,16
803,2023-04-14,1766,39
804,2023-04-14,1768,22
805,2023-04-14,1257,26
806,2023-04-14,1262,20
807,2023-04-14,1774,9
808,2023-04-14,1266,49
809,2023-04-14,1281,39
810,2023-04-14,1804,12
811,2023-04-14,1808,16
812,2023-04-14,1810,35
813,2023-04-14,1320,2
814,2023-04-14,1843,2
815,2023-04-14,1845,18
816,2023-04-14,1344,31
817,2023-04-14,1351,45
818,2023-04-14,1353,32
819,2023-04-14,1358,6
820,2023-04-14,1871,36
821,2023-04-14,1873,4
822,2023-04-14,1874,35
823,2023-04-14,1883,36
824,2023-04-14,1386,1
825,2023-04-14,1392,7
826,2023-04-14,1907,3
827,2023-04-14,1912,22
828,2023-04-14,1913,17
829,2023-04-14,1408,7
830,2023-04-14,1420,37
831,2023-04-14,1428,6
832,2023-04-14,1433,26
833,2023-04-14,1949,9
834,2023-04-14,1440,38
835,2023-04-14,1447,2
836,2023-04-14,1448,31
837,2023-04-14,1452,9
838,2023-04-14,1965,35
839,2023-04-14,1461,30
840,2023-04-14,1488,41
841,2023-04-14,1489,46
842,2023-04-14,1490,46
843,2023-04-14,1491,46
844,2023-04-14,1500,10
845,2023-04-14,1501,43
846,2023-04-14,1508,25
847,2023-04-14,1512,30
848,2023-04-14,1002,46
849,2023-04-15,1024,2
850,2023-04-15,1028,42
851,2023-04-15,1043,17
852,2023-04-15,1045,6
853,2023-04-15,1560,49
854,2023-04-15,1050,29
855,2023-04-15,1054,3
856,2023-04-15,1060,8
857,2023-04-15,1065,44
858,2023-04-15,1071,28
859,2023-04-15,1585,47
860,2023-04-15,1592,16
861,2023-04-15,1593,8
862,2023-04-15,1089,32
863,2023-04-15,1098,2
864,2023-04-15,1109,24
865,2023-04-15,1626,37
866,2023-04-15,1631,26
867,2023-04-15,1123,21
868,2023-04-15,1639,26
869,2023-04-15,1642,41
870,2023-04-15,1654,6
871,2023-04-15,1656,5
872,2023-04-15,1657,12
873,2023-04-15,1163,26
874,2023-04-15,1680,40
875,2023-04-15,1172,39
876,2023-04-15,1193,47
877,2023-04-15,1194,33
878,2023-04-15,1712,38
879,2023-04-15,1203,11
880,2023-04-15,1718,43
881,2023-04-15,1208,18
882,2023-04-15,1720,26
883,2023-04-15,1211,6
884,2023-04-15,1215,1
885,2023-04-15,1735,34
886,2023-04-15,1224,24
887,2023-04-15,1742,10
888,2023-04-15,1743,43
889,2023-04-15,1233,5
890,2023-04-15,1747,37
891,2023-04-15,1239,35
892,2023-04-15,1240,2
893,2023-04-15,1246,29
894,2023-04-15,1247,1
895,2023-04-15,1760,32
896,2023-04-15,1248,46
897,2023-04-15,1257,40
898,2023-04-15,1263,5
899,2023-04-15,1784,36
900,2023-04-15,1786,9
901,2023-04-15,1275,28
902,2023-04-15,1795,4
903,2023-04-15,1292,3
904,2023-04-15,1297,26
905,2023-04-15,1302,8
906,2023-04-15,1319,38
907,2023-04-15,1320,31
908,2023-04-15,1324,14
909,2023-04-15,1325,39
910,2023-04-15,1327,21
911,2023-04-15,1855,8
912,2023-04-15,1344,30
913,2023-04-15,1861,22
914,2023-04-15,1868,6
915,2023-04-15,1872,5
916,2023-04-15,1873,32
917,2023-04-15,1886,15
918,2023-04-15,1376,3
919,2023-04-15,1377,24
920,2023-04-15,1889,22
921,2023-04-15,1891,47
922,2023-04-15,1414,6
923,2023-04-15,1419,12
924,2023-04-15,1943,32
925,2023-04-15,1434,9
926,2023-04-15,1435,17
927,2023-04-15,1450,16
928,2023-04-15,1965,8
929,2023-04-15,1969,19
930,2023-04-15,1464,9
931,2023-04-15,1467,38
932,2023-04-15,1987,8
933,2023-04-15,1475,34
934,2023-04-15,1992,23
935,2023-04-15,1485,7
936,2023-04-15,1486,25
937,2023-04-15,1512,41
938,2023-04-15,1513,45
939,2023-04-15,1010,19
940,2023-04-15,1017,44
941,2023-04-16,1547,49
942,2023-04-16,1549,2
943,2023-04-16,1037,1
944,2023-04-16,1553,48
945,2023-04-16,1561,40
946,2023-04-16,1051,47
947,2023-04-16,1565,7
948,2023-04-16,1533,24
949,2023-04-16,1575,37
950,2023-04-16,1578,47
951,2023-04-16,1591,36
952,2023-04-16,1592,37
953,2023-04-16,1093,5
954,2023-04-16,1609,28
955,2023-04-16,1634,14
956,2023-04-16,1124,19
957,2023-04-16,1125,49
958,2023-04-16,1651,17
959,2023-04-16,1659,16
960,2023-04-16,1149,33
961,2023-04-16,1153,15
962,2023-04-16,1667,32
963,2023-04-16,1157,3
964,2023-04-16,1162,2
965,2023-04-16,1674,47
966,2023-04-16,1180,24
967,2023-04-16,1185,12
968,2023-04-16,1705,46
969,2023-04-16,1205,16
970,2023-04-16,1215,31
971,2023-04-16,1732,41
972,2023-04-16,1738,45
973,2023-04-16,1739,45
974,2023-04-16,1235,8
975,2023-04-16,1750,27
976,2023-04-16,1762,19
977,2023-04-16,1253,12
978,2023-04-16,1770,3
979,2023-04-16,1772,34
980,2023-04-16,1773,22
981,2023-04-16,1271,45
982,2023-04-16,1788,43
983,2023-04-16,1277,25
984,2023-04-16,1801,23
985,2023-04-16,1802,29
986,2023-04-16,1293,3
987,2023-04-16,1294,4
988,2023-04-16,1296,34
989,2023-04-16,1810,43
990,2023-04-16,1815,45
991,2023-04-16,1304,17
992,2023-04-16,1311,14
993,2023-04-16,1312,36
994,2023-04-16,1326,33
995,2023-04-16,1857,49
996,2023-04-16,1868,2
997,2023-04-16,1878,41
